2063.jpg	0	1	9.422925e-01	41	
2089.jpg	0	2	9.291507e-01	42	
2229.jpg	12	3	8.861613e-01	58	
2240.jpg	12	4	8.538463e-01	59	
2112.jpg	12	5	8.198184e-01	45	
2248.jpg	12	6	8.129686e-01	60	
2212.jpg	11	7	8.070613e-01	56	
2155.jpg	12	8	8.001019e-01	51	
2118.jpg	12	9	7.934195e-01	46	
2125.jpg	11	10	7.882484e-01	47	
2006.jpg	12	11	7.587305e-01	31	
2024.jpg	11	12	7.420515e-01	34	
2010.jpg	11	13	7.377299e-01	32	
2015.jpg	12	14	7.085054e-01	33	
2153.jpg	11	15	7.036944e-01	50	
2043.jpg	12	16	7.014953e-01	37	
2039.jpg	12	17	6.996922e-01	35	
1035.jpg	11	18	6.785282e-01	7	
2181.jpg	12	19	6.351321e-01	53	
1013.jpg	12	20	6.283115e-01	2	
2045.jpg	12	21	6.272905e-01	38	
2058.jpg	12	22	5.914432e-01	40	
1202.jpg	0	23	5.563481e-01	23	
2218.jpg	0	24	5.450286e-01	57	
1031.jpg	0	25	5.432875e-01	6	
2164.jpg	0	26	5.363473e-01	52	
1210.jpg	0	27	5.253628e-01	25	
1255.jpg	0	28	5.191042e-01	29	
2094.jpg	0	29	4.999318e-01	43	
2053.jpg	0	30	4.897608e-01	39	
2128.jpg	0	31	4.824695e-01	48	
1246.jpg	0	32	4.728960e-01	28	
1019.jpg	0	33	4.727879e-01	4	
1050.jpg	0	34	4.602441e-01	8	
2209.jpg	0	35	4.499771e-01	55	
1173.jpg	0	36	4.114880e-01	19	
1060.jpg	0	37	3.964077e-01	10	
1145.jpg	0	38	3.957059e-01	16	
1052.jpg	24	39	3.846900e-01	9	
1216.jpg	24	40	3.817902e-01	26	
1027.jpg	24	41	3.726846e-01	5	
1007.jpg	24	42	3.676235e-01	1	
1127.jpg	24	43	3.589918e-01	14	
2041.jpg	22	44	3.589110e-01	36	
1150.jpg	22	45	3.433122e-01	18	
1183.jpg	24	46	3.413831e-01	20	
2194.jpg	22	47	3.272110e-01	54	
1114.jpg	24	48	3.038664e-01	13	
1017.jpg	24	49	2.860726e-01	3	
2149.jpg	22	50	2.540778e-01	49	
1191.jpg	24	51	2.448119e-01	21	
1204.jpg	22	52	2.097315e-01	24	
1262.jpg	22	53	2.021978e-01	30	
1146.jpg	24	54	1.756761e-01	17	
2110.jpg	24	55	1.521757e-01	44	
1226.jpg	24	56	1.480493e-01	27	
1192.jpg	24	57	1.344159e-01	22	
1130.jpg	24	58	1.166201e-01	15	
1073.jpg	0	59	9.997898e-02	11	
1080.jpg	0	60	3.290729e-02	12	

