Subject	StimRank	StimValue	StimName	StimNum	ValueGroup	Contingency
BM_156	1	0.9286081	1144.jpg	20	0	0
BM_156	2	0.9266717	1254.jpg	38	0	0
BM_156	3	0.8816873	2112.jpg	59	0	0
BM_156	4	0.8428181	2153.jpg	65	0	0
BM_156	5	0.8407048	1145.jpg	21	0	0
BM_156	6	0.8280041	1127.jpg	18	0	0
BM_156	7	0.8261002	1202.jpg	29	0	0
BM_156	8	0.8144199	1035.jpg	9	0	0
BM_156	9	0.8133767	1013.jpg	3	1	0
BM_156	10	0.809196	1009.jpg	2	1	0.5
BM_156	11	0.8084714	1255.jpg	39	1	0.5
BM_156	12	0.8064042	1019.jpg	5	1	0
BM_156	13	0.7357411	1146.jpg	22	1	0
BM_156	14	0.7347261	2094.jpg	56	1	0.5
BM_156	15	0.7332767	2229.jpg	77	1	0.5
BM_156	16	0.6940999	2154.jpg	66	1	0
BM_156	17	0.6840623	1031.jpg	8	2	0
BM_156	18	0.681808	1210.jpg	32	2	1
BM_156	19	0.6795531	2124.jpg	61	2	1
BM_156	20	0.6679253	2218.jpg	75	2	0
BM_156	21	0.6215945	2209.jpg	72	2	1
BM_156	22	0.6091678	2045.jpg	50	2	0
BM_156	23	0.6015032	1191.jpg	27	2	0
BM_156	24	0.598986	1052.jpg	11	2	1
BM_156	25	0.5933046	1057.jpg	12	3	1
BM_156	26	0.5840546	2024.jpg	46	3	0
BM_156	27	0.5729686	1060.jpg	13	3	0
BM_156	28	0.5706487	2016.jpg	45	3	1
BM_156	29	0.5700971	1182.jpg	25	3	1
BM_156	30	0.5676396	2010.jpg	43	3	0
BM_156	31	0.5659576	2249.jpg	80	3	0
BM_156	32	0.5642947	2118.jpg	60	3	1
BM_156	33	0.5567149	1114.jpg	16	4	0.5
BM_156	34	0.5496886	1207.jpg	31	4	0
BM_156	35	0.5422238	1262.jpg	40	4	0
BM_156	36	0.525641	1007.jpg	1	4	0.5
BM_156	37	0.5205543	2043.jpg	49	4	0.5
BM_156	38	0.5017856	2125.jpg	62	4	0
BM_156	39	0.5014649	2181.jpg	69	4	0
BM_156	40	0.4841523	1228.jpg	36	4	0.5
BM_156	41	0.4805691	1216.jpg	33	5	0
BM_156	42	0.4702881	1050.jpg	10	5	1
BM_156	43	0.4619581	1073.jpg	14	5	1
BM_156	44	0.4573214	2006.jpg	41	5	0
BM_156	45	0.4506923	2039.jpg	47	5	1
BM_156	46	0.446846	2164.jpg	68	5	0
BM_156	47	0.4467228	1192.jpg	28	5	0
BM_156	48	0.4460135	2155.jpg	67	5	1
BM_156	49	0.4435081	1028.jpg	7	6	0
BM_156	50	0.4413879	1183.jpg	26	6	0.5
BM_156	51	0.4377377	2053.jpg	51	6	0.5
BM_156	52	0.4325676	2063.jpg	54	6	0
BM_156	53	0.4221778	2089.jpg	55	6	0
BM_156	54	0.4058437	2008.jpg	42	6	0.5
BM_156	55	0.3986802	2212.jpg	73	6	0.5
BM_156	56	0.3966366	1115.jpg	17	6	0
BM_156	57	0.394455	1173.jpg	24	7	0
BM_156	58	0.3886316	1246.jpg	37	7	0.5
BM_156	59	0.3642365	2054.jpg	52	7	0.5
BM_156	60	0.356838	2217.jpg	74	7	0
BM_156	61	0.3541757	2128.jpg	63	7	0
BM_156	62	0.3337843	1150.jpg	23	7	0.5
BM_156	63	0.3269842	1226.jpg	35	7	0.5
BM_156	64	0.3216276	2058.jpg	53	7	0
BM_156	65	0.2968531	2240.jpg	78	8	1
BM_156	66	0.2662199	2248.jpg	79	8	0
BM_156	67	0.2621476	1130.jpg	19	8	0
BM_156	68	0.2615748	2201.jpg	71	8	1
BM_156	69	0.2413936	2015.jpg	44	8	1
BM_156	70	0.237903	2110.jpg	57	8	0
BM_156	71	0.2369487	1204.jpg	30	8	0
BM_156	72	0.234848	2041.jpg	48	8	1
BM_156	73	0.2300758	1027.jpg	6	0	0
BM_156	74	0.2098427	2149.jpg	64	0	0
BM_156	75	0.1860589	1220.jpg	34	0	0
BM_156	76	0.1525599	1080.jpg	15	0	0
BM_156	77	0.1272887	1017.jpg	4	0	0
BM_156	78	0.1139746	2111.jpg	58	0	0
BM_156	79	0.06704021	2194.jpg	70	0	0
BM_156	80	0.05548932	2221.jpg	76	0	0
