Subject	StimRank	StimValue	StimName	StimNum	ValueGroup	Contingency
BM_146	1	0.9324935	2006.jpg	41	0	0
BM_146	2	0.9316165	2212.jpg	73	0	0
BM_146	3	0.8749026	2153.jpg	65	0	0
BM_146	4	0.8447385	2008.jpg	42	0	0
BM_146	5	0.8414826	1114.jpg	16	0	0
BM_146	6	0.8400611	2249.jpg	80	0	0
BM_146	7	0.8254825	2240.jpg	78	0	0
BM_146	8	0.7896282	2016.jpg	45	0	0
BM_146	9	0.7868898	1207.jpg	31	1	1
BM_146	10	0.7778085	2010.jpg	43	1	0
BM_146	11	0.7646147	2209.jpg	72	1	0
BM_146	12	0.7633846	1191.jpg	27	1	1
BM_146	13	0.7581784	2248.jpg	79	1	1
BM_146	14	0.754479	2039.jpg	47	1	0
BM_146	15	0.7446208	2094.jpg	56	1	0
BM_146	16	0.7324927	2015.jpg	44	1	1
BM_146	17	0.7040444	2053.jpg	51	2	0
BM_146	18	0.7004913	2063.jpg	54	2	0.5
BM_146	19	0.6970138	2041.jpg	48	2	0.5
BM_146	20	0.6929928	1031.jpg	8	2	0
BM_146	21	0.6806193	2181.jpg	69	2	0.5
BM_146	22	0.6779633	2154.jpg	66	2	0
BM_146	23	0.6773808	2229.jpg	77	2	0
BM_146	24	0.6671757	1007.jpg	1	2	0.5
BM_146	25	0.6466457	2118.jpg	60	3	0
BM_146	26	0.6376814	2124.jpg	61	3	0.5
BM_146	27	0.6302804	2112.jpg	59	3	0.5
BM_146	28	0.6276828	2089.jpg	55	3	0
BM_146	29	0.6025298	1130.jpg	19	3	0
BM_146	30	0.5924502	1013.jpg	3	3	0.5
BM_146	31	0.5715362	2054.jpg	52	3	0.5
BM_146	32	0.5705608	1254.jpg	38	3	0
BM_146	33	0.5664823	1182.jpg	25	4	0
BM_146	34	0.5591977	2125.jpg	62	4	1
BM_146	35	0.5481042	2217.jpg	74	4	1
BM_146	36	0.5361111	1050.jpg	10	4	0
BM_146	37	0.5198756	2024.jpg	46	4	0
BM_146	38	0.516055	1262.jpg	40	4	1
BM_146	39	0.4944302	2164.jpg	68	4	1
BM_146	40	0.4888444	1019.jpg	5	4	0
BM_146	41	0.4865678	1202.jpg	29	5	0
BM_146	42	0.4822128	1073.jpg	14	5	0.5
BM_146	43	0.4811197	1027.jpg	6	5	0.5
BM_146	44	0.4794822	1035.jpg	9	5	0
BM_146	45	0.4778414	2218.jpg	75	5	0
BM_146	46	0.4612363	1057.jpg	12	5	0.5
BM_146	47	0.4376163	1052.jpg	11	5	0.5
BM_146	48	0.43133	1017.jpg	4	5	0
BM_146	49	0.4224384	1183.jpg	26	6	1
BM_146	50	0.3977031	1210.jpg	32	6	0
BM_146	51	0.3797929	2043.jpg	49	6	0
BM_146	52	0.3707722	1144.jpg	20	6	1
BM_146	53	0.3605793	2221.jpg	76	6	1
BM_146	54	0.3471244	1255.jpg	39	6	0
BM_146	55	0.3466248	2201.jpg	71	6	0
BM_146	56	0.3439835	1146.jpg	22	6	1
BM_146	57	0.3365041	1226.jpg	35	7	0
BM_146	58	0.3313438	1115.jpg	17	7	1
BM_146	59	0.3267758	1127.jpg	18	7	1
BM_146	60	0.3243974	2045.jpg	50	7	0
BM_146	61	0.3150487	1220.jpg	34	7	1
BM_146	62	0.2968349	1173.jpg	24	7	0
BM_146	63	0.2950587	2128.jpg	63	7	0
BM_146	64	0.2724001	1060.jpg	13	7	1
BM_146	65	0.2678847	1145.jpg	21	8	0
BM_146	66	0.261363	1080.jpg	15	8	0.5
BM_146	67	0.2555195	2194.jpg	70	8	0.5
BM_146	68	0.2482151	2111.jpg	58	8	0
BM_146	69	0.2382535	2155.jpg	67	8	0
BM_146	70	0.2215672	1192.jpg	28	8	0.5
BM_146	71	0.2155775	1028.jpg	7	8	0.5
BM_146	72	0.2090578	1216.jpg	33	8	0
BM_146	73	0.1998958	1246.jpg	37	0	0
BM_146	74	0.1977457	1228.jpg	36	0	0
BM_146	75	0.1977068	1204.jpg	30	0	0
BM_146	76	0.1923784	2058.jpg	53	0	0
BM_146	77	0.1702163	1009.jpg	2	0	0
BM_146	78	0.1580105	2149.jpg	64	0	0
BM_146	79	0.1200832	1150.jpg	23	0	0
BM_146	80	0.07271334	2110.jpg	57	0	0
