2039.jpg	12	3	8.906846e-01	9	
1274.jpg	12	4	8.696459e-01	7	
9390.jpg	12	5	8.618634e-01	49	
1019.jpg	12	6	8.595294e-01	4	
9395.jpg	11	7	8.579648e-01	50	
1271.jpg	12	8	8.401332e-01	6	
7359.jpg	12	9	7.973367e-01	31	
1002.jpg	11	10	7.874894e-01	3	
2455.jpg	12	11	7.725389e-01	11	
2205.jpg	11	12	7.614222e-01	10	
9290.jpg	11	13	7.275987e-01	38	
1000.jpg	12	14	7.272653e-01	1	
9909.jpg	11	15	6.986521e-01	59	
9340.jpg	12	16	6.723519e-01	45	
2456.jpg	12	17	6.580434e-01	12	
1001.jpg	11	18	6.458904e-01	2	
9291.jpg	12	19	6.432482e-01	39	
9322.jpg	12	20	6.304223e-01	43	
2457.jpg	12	21	6.074235e-01	13	
1111.jpg	12	22	6.067833e-01	5	
9321.jpg	24	39	3.858638e-01	42	
9903.jpg	24	40	3.678111e-01	58	
1304.jpg	24	41	3.321859e-01	8	
6838.jpg	24	42	3.244745e-01	29	
6242.jpg	24	43	3.064357e-01	20	
6570.JPG	22	44	2.897136e-01	25	
9050.jpg	22	45	2.869608e-01	36	
8485.jpg	24	46	2.760015e-01	33	
6562.jpg	22	47	2.741622e-01	24	
3103.jpg	24	48	2.689971e-01	17	
2683.jpg	24	49	2.669404e-01	14	
6836.jpg	22	50	2.533799e-01	28	
6312.jpg	24	51	2.374509e-01	21	
9425.jpg	22	52	2.360726e-01	51	
9622.jpg	22	53	2.261752e-01	57	
6571.jpg	24	54	2.120222e-01	26	
6210.jpg	24	55	1.901397e-01	19	
9930.jpg	24	56	1.885669e-01	60	
9600.jpg	24	57	1.516431e-01	56	
6560.JPG	24	58	1.016289e-01	23	

