146.jpg	0	1	9.155359e-01	46	
157.jpg	0	2	8.897605e-01	57	
152.jpg	12	3	8.876533e-01	52	
101.jpg	12	4	8.808260e-01	1	
128.jpg	12	5	8.804986e-01	28	
143.jpg	12	6	8.180008e-01	43	
142.jpg	11	7	8.097663e-01	42	
134.jpg	12	8	8.096916e-01	34	
118.jpg	12	9	7.837018e-01	18	
151.jpg	11	10	7.779972e-01	51	
150.jpg	12	11	7.697832e-01	50	
140.jpg	11	12	7.668960e-01	40	
127.jpg	11	13	7.621229e-01	27	
137.jpg	12	14	7.610751e-01	37	
119.jpg	11	15	7.422158e-01	19	
154.jpg	12	16	7.183450e-01	54	
147.jpg	12	17	6.887688e-01	47	
109.jpg	11	18	6.678504e-01	9	
130.jpg	12	19	6.361555e-01	30	
103.jpg	12	20	6.360719e-01	3	
129.jpg	12	21	6.018884e-01	29	
113.jpg	12	22	5.976464e-01	13	
126.jpg	0	23	5.851861e-01	26	
138.jpg	0	24	5.722476e-01	38	
112.jpg	0	25	5.520810e-01	12	
135.jpg	0	26	5.391747e-01	35	
153.jpg	0	27	5.257447e-01	53	
136.jpg	0	28	5.109502e-01	36	
133.jpg	0	29	4.764270e-01	33	
110.jpg	0	30	4.733614e-01	10	
122.jpg	0	31	4.371392e-01	22	
132.jpg	0	32	4.288537e-01	32	
124.jpg	0	33	4.273629e-01	24	
105.jpg	0	34	4.160495e-01	5	
131.jpg	0	35	3.996282e-01	31	
141.jpg	0	36	3.990062e-01	41	
145.jpg	0	37	3.860290e-01	45	
108.jpg	0	38	3.830394e-01	8	
125.jpg	24	39	3.802562e-01	25	
114.jpg	24	40	3.651824e-01	14	
104.jpg	24	41	3.638002e-01	4	
159.jpg	24	42	3.552579e-01	59	
156.jpg	24	43	3.514556e-01	56	
116.jpg	22	44	3.309819e-01	16	
155.jpg	22	45	2.949767e-01	55	
117.jpg	24	46	2.939213e-01	17	
106.jpg	22	47	2.836267e-01	6	
158.jpg	24	48	2.601600e-01	58	
148.jpg	24	49	2.553339e-01	48	
121.jpg	22	50	2.432710e-01	21	
120.jpg	24	51	2.369342e-01	20	
139.jpg	22	52	2.361830e-01	39	
160.jpg	22	53	2.319652e-01	60	
144.jpg	24	54	2.314690e-01	44	
123.jpg	24	55	2.260926e-01	23	
111.jpg	24	56	2.214430e-01	11	
102.jpg	24	57	2.132793e-01	2	
107.jpg	24	58	2.069432e-01	7	
115.jpg	0	59	5.337341e-02	15	
149.jpg	0	60	4.956106e-02	49	

